date,station,PRCP,TAVG,TMAX,TMIN
2021-04-17,GHCND:USW00023188,0.0,16.8,19.4,15.0
2021-04-18,GHCND:USW00023188,0.0,18.3,27.8,15.0
2021-04-19,GHCND:USW00023188,0.0,20.3,26.7,12.2
2021-04-20,GHCND:USW00023188,0.0,17.2,18.9,15.0
2021-04-21,GHCND:USW00023188,0.0,16.2,17.8,15.0
2021-04-22,GHCND:USW00023188,0.0,15.7,17.2,14.4
2021-04-23,GHCND:USW00023188,0.5,16.1,17.8,13.9
2021-04-24,GHCND:USW00023188,0.0,16.7,19.4,15.6
2021-04-25,GHCND:USW00023188,0.0,16.9,19.4,15.6
2021-04-26,GHCND:USW00023188,1.3,15.9,18.9,13.9
2021-04-27,GHCND:USW00023188,0.0,16.1,18.3,13.9
2021-04-28,GHCND:USW00023188,0.0,16.4,22.2,10.6
2021-04-29,GHCND:USW00023188,0.0,19.7,27.2,12.8
2021-04-30,GHCND:USW00023188,0.0,21.6,28.3,15.0
2021-05-01,GHCND:USW00023188,0.0,19.1,20.0,16.1
2021-05-02,GHCND:USW00023188,0.3,16.6,18.9,15.0
2021-05-03,GHCND:USW00023188,0.0,17.8,21.7,16.1
2021-05-04,GHCND:USW00023188,0.0,18.7,22.8,16.7
2021-05-05,GHCND:USW00023188,0.0,18.5,22.2,16.1
2021-05-06,GHCND:USW00023188,0.0,17.8,20.0,16.1
2021-05-07,GHCND:USW00023188,0.0,17.4,20.0,16.1
2021-05-08,GHCND:USW00023188,0.0,17.8,20.0,16.7
2021-05-09,GHCND:USW00023188,0.0,17.5,20.6,16.1
2021-05-10,GHCND:USW00023188,0.0,17.4,19.4,16.1
2021-05-11,GHCND:USW00023188,0.0,17.4,19.4,16.1
2021-05-12,GHCND:USW00023188,0.0,18.1,20.6,16.7
2021-05-13,GHCND:USW00023188,0.0,19.3,22.2,17.2
2021-05-14,GHCND:USW00023188,0.0,18.5,21.1,17.2
2021-05-15,GHCND:USW00023188,0.0,17.8,19.4,16.7
2021-05-16,GHCND:USW00023188,1.0,16.7,18.3,15.0
2021-05-17,GHCND:USW00023188,0.5,16.9,20.0,15.6
2021-05-18,GHCND:USW00023188,0.0,17.9,21.1,16.7
2021-05-19,GHCND:USW00023188,0.0,18.3,20.6,16.7
2021-05-20,GHCND:USW00023188,0.0,17.9,19.4,16.1
2021-05-21,GHCND:USW00023188,0.0,17.1,18.9,15.0
2021-05-22,GHCND:USW00023188,0.0,16.2,18.9,13.9
2021-05-23,GHCND:USW00023188,0.0,16.7,21.1,12.2
2021-05-24,GHCND:USW00023188,0.0,18.5,24.4,13.9
2021-05-25,GHCND:USW00023188,0.0,19.3,24.4,15.0
2021-05-26,GHCND:USW00023188,0.0,19.6,21.1,16.1
2021-05-27,GHCND:USW00023188,0.0,17.6,20.6,16.1
2021-05-28,GHCND:USW00023188,0.0,17.9,20.6,16.7
2021-05-29,GHCND:USW00023188,0.0,17.3,18.9,15.6
2021-05-30,GHCND:USW00023188,0.0,17.3,20.0,16.1
2021-05-31,GHCND:USW00023188,0.0,17.8,21.1,16.7
2021-06-01,GHCND:USW00023188,0.0,18.4,20.6,16.7
2021-06-02,GHCND:USW00023188,0.0,18.1,21.7,16.7
2021-06-03,GHCND:USW00023188,0.0,18.0,20.0,16.7
2021-06-04,GHCND:USW00023188,0.0,18.6,21.7,16.1
2021-06-05,GHCND:USW00023188,0.0,19.0,21.7,17.2
2021-06-06,GHCND:USW00023188,0.0,18.4,21.1,17.2
2021-06-07,GHCND:USW00023188,0.0,18.1,19.4,16.7
2021-06-08,GHCND:USW00023188,0.0,18.6,22.2,17.2
2021-06-09,GHCND:USW00023188,0.0,19.1,22.2,16.7
2021-06-10,GHCND:USW00023188,0.0,18.4,22.8,13.9
2021-06-11,GHCND:USW00023188,0.0,19.1,24.4,14.4
2021-06-12,GHCND:USW00023188,0.0,19.6,23.9,15.0
2021-06-13,GHCND:USW00023188,0.0,20.4,23.9,17.8
2021-06-14,GHCND:USW00023188,0.0,19.9,23.9,17.2
2021-06-15,GHCND:USW00023188,0.0,21.7,30.6,18.3
2021-06-16,GHCND:USW00023188,0.0,20.8,22.2,18.3
2021-06-17,GHCND:USW00023188,0.0,19.9,22.8,16.1
2021-06-18,GHCND:USW00023188,0.0,19.8,21.7,18.3
2021-06-19,GHCND:USW00023188,0.0,20.0,22.8,18.9
2021-06-20,GHCND:USW00023188,0.0,20.0,22.8,17.8
2021-06-21,GHCND:USW00023188,0.0,19.9,23.9,18.3
2021-06-22,GHCND:USW00023188,0.0,20.3,22.2,19.4
2021-06-23,GHCND:USW00023188,0.3,20.7,23.3,19.4
2021-06-24,GHCND:USW00023188,0.0,20.6,23.3,18.9
2021-06-25,GHCND:USW00023188,0.0,20.2,23.9,18.3
2021-06-26,GHCND:USW00023188,0.0,20.6,22.8,18.9
2021-06-27,GHCND:USW00023188,0.0,20.3,22.8,18.9
2021-06-28,GHCND:USW00023188,0.0,19.7,21.7,18.9
2021-06-29,GHCND:USW00023188,0.0,20.1,22.2,18.9
2021-06-30,GHCND:USW00023188,0.0,20.4,22.8,19.4
2021-07-01,GHCND:USW00023188,0.0,20.7,23.9,18.9
2021-07-02,GHCND:USW00023188,0.0,21.1,23.9,19.4
2021-07-03,GHCND:USW00023188,0.0,20.8,23.3,19.4
2021-07-04,GHCND:USW00023188,0.0,20.6,23.3,19.4
2021-07-05,GHCND:USW00023188,0.0,20.9,23.9,19.4
2021-07-06,GHCND:USW00023188,0.0,20.8,23.3,18.9
2021-07-07,GHCND:USW00023188,0.0,20.4,23.3,18.9
2021-07-08,GHCND:USW00023188,0.0,21.3,24.4,19.4
2021-07-09,GHCND:USW00023188,0.0,22.3,25.6,20.0
2021-07-10,GHCND:USW00023188,0.0,23.3,27.2,20.6
2021-07-11,GHCND:USW00023188,0.0,22.6,23.9,20.6
2021-07-12,GHCND:USW00023188,0.0,22.1,24.4,20.6
2021-07-13,GHCND:USW00023188,0.0,22.6,25.6,20.6
2021-07-14,GHCND:USW00023188,0.0,22.4,25.0,21.1
2021-07-15,GHCND:USW00023188,0.0,22.7,25.6,21.1
2021-07-16,GHCND:USW00023188,0.0,22.9,26.1,21.1
2021-07-17,GHCND:USW00023188,0.0,22.9,26.1,21.1
2021-07-18,GHCND:USW00023188,0.0,23.9,27.8,22.2
2021-07-19,GHCND:USW00023188,0.0,24.4,27.8,21.7
2021-07-20,GHCND:USW00023188,0.0,24.2,28.9,21.7
2021-07-21,GHCND:USW00023188,0.0,23.8,27.2,21.1
2021-07-22,GHCND:USW00023188,0.0,23.1,25.6,21.1
2021-07-23,GHCND:USW00023188,0.0,22.3,26.1,20.6
2021-07-24,GHCND:USW00023188,0.0,22.5,25.0,21.1
2021-07-25,GHCND:USW00023188,0.0,22.3,25.0,21.1
2021-07-26,GHCND:USW00023188,0.0,22.4,23.9,21.1
2021-07-27,GHCND:USW00023188,0.0,22.5,25.0,21.1
2021-07-28,GHCND:USW00023188,0.0,22.4,26.1,20.6
2021-07-29,GHCND:USW00023188,0.0,22.4,25.6,20.0
2021-07-30,GHCND:USW00023188,0.0,21.9,25.0,19.4
2021-07-31,GHCND:USW00023188,0.0,21.2,25.0,18.3
2021-08-01,GHCND:USW00023188,0.0,21.1,26.7,17.8
2021-08-02,GHCND:USW00023188,0.0,22.6,27.2,21.1
2021-08-03,GHCND:USW00023188,0.0,22.1,25.6,18.3
2021-08-04,GHCND:USW00023188,0.0,21.4,24.4,19.4
2021-08-05,GHCND:USW00023188,0.0,21.6,25.6,18.9
2021-08-06,GHCND:USW00023188,0.0,20.2,23.3,18.3
2021-08-07,GHCND:USW00023188,0.0,20.6,23.3,18.3
2021-08-08,GHCND:USW00023188,0.0,21.1,23.9,19.4
2021-08-09,GHCND:USW00023188,0.0,21.8,25.6,19.4
2021-08-10,GHCND:USW00023188,0.0,22.4,26.1,21.1
2021-08-11,GHCND:USW00023188,5.8,23.8,27.8,21.1
2021-08-12,GHCND:USW00023188,0.0,24.7,28.3,21.7
2021-08-13,GHCND:USW00023188,0.0,25.1,30.0,21.7
2021-08-14,GHCND:USW00023188,0.0,24.3,28.3,21.1
2021-08-15,GHCND:USW00023188,0.0,23.0,26.1,21.1
2021-08-16,GHCND:USW00023188,0.0,23.3,26.1,21.7
2021-08-17,GHCND:USW00023188,0.0,23.5,25.6,22.2
2021-08-18,GHCND:USW00023188,0.0,23.8,26.1,22.8
2021-08-19,GHCND:USW00023188,0.0,23.4,25.6,21.7
2021-08-20,GHCND:USW00023188,0.0,22.6,24.4,21.7
2021-08-21,GHCND:USW00023188,0.0,22.4,25.6,20.0
2021-08-22,GHCND:USW00023188,0.0,22.6,25.0,21.1
2021-08-23,GHCND:USW00023188,0.0,22.9,25.6,20.6
2021-08-24,GHCND:USW00023188,0.0,22.1,25.6,19.4
2021-08-25,GHCND:USW00023188,0.0,22.8,26.7,20.0
2021-08-26,GHCND:USW00023188,0.0,23.7,27.8,20.6
2021-08-27,GHCND:USW00023188,0.0,22.9,26.1,20.0
2021-08-28,GHCND:USW00023188,0.0,22.2,25.0,20.0
2021-08-29,GHCND:USW00023188,0.0,21.9,25.0,20.6
2021-08-30,GHCND:USW00023188,0.0,22.3,25.6,21.1
2021-08-31,GHCND:USW00023188,0.0,21.8,23.3,20.0
2021-09-01,GHCND:USW00023188,0.0,22.3,25.0,21.1
2021-09-02,GHCND:USW00023188,0.0,22.8,25.6,21.7
2021-09-03,GHCND:USW00023188,0.0,22.3,24.4,20.0
2021-09-04,GHCND:USW00023188,0.0,22.1,28.3,19.4
2021-09-05,GHCND:USW00023188,0.0,23.8,26.1,19.4
2021-09-06,GHCND:USW00023188,0.0,22.5,25.0,21.1
2021-09-07,GHCND:USW00023188,0.0,23.4,27.2,21.7
2021-09-08,GHCND:USW00023188,0.0,23.7,27.8,21.7
2021-09-09,GHCND:USW00023188,0.0,23.5,29.4,21.1
2021-09-10,GHCND:USW00023188,0.0,24.1,27.2,21.7
2021-09-11,GHCND:USW00023188,0.0,24.0,29.4,21.1
2021-09-12,GHCND:USW00023188,0.0,23.9,26.7,20.6
2021-09-13,GHCND:USW00023188,0.0,21.7,24.4,18.9
2021-09-14,GHCND:USW00023188,0.0,20.8,25.0,18.9
2021-09-15,GHCND:USW00023188,0.0,21.0,24.4,19.4
2021-09-16,GHCND:USW00023188,0.0,21.0,23.9,18.9
2021-09-17,GHCND:USW00023188,0.0,20.7,23.9,19.4
2021-09-18,GHCND:USW00023188,0.0,21.2,23.9,19.4
2021-09-19,GHCND:USW00023188,0.0,20.7,23.9,17.8
2021-09-20,GHCND:USW00023188,0.0,20.3,24.4,16.7
2021-09-21,GHCND:USW00023188,0.0,22.7,28.9,18.3
2021-09-22,GHCND:USW00023188,0.0,24.2,30.0,20.6
2021-09-23,GHCND:USW00023188,0.0,23.4,25.0,18.9
2021-09-24,GHCND:USW00023188,12.7,21.1,24.4,18.9
2021-09-25,GHCND:USW00023188,0.0,20.7,23.3,19.4
2021-09-26,GHCND:USW00023188,0.0,20.3,21.1,19.4
2021-09-27,GHCND:USW00023188,0.0,19.9,21.1,18.9
2021-09-28,GHCND:USW00023188,0.0,20.1,22.2,19.4
2021-09-29,GHCND:USW00023188,0.0,20.7,23.9,18.9
2021-09-30,GHCND:USW00023188,0.0,20.6,25.0,15.6
2021-10-01,GHCND:USW00023188,0.0,22.0,32.2,14.4
2021-10-02,GHCND:USW00023188,0.0,22.8,30.0,15.6
2021-10-03,GHCND:USW00023188,0.0,23.0,31.1,16.1
2021-10-04,GHCND:USW00023188,11.9,23.9,28.9,18.9
2021-10-05,GHCND:USW00023188,4.3,22.2,24.4,19.4
2021-10-06,GHCND:USW00023188,0.0,21.3,23.3,20.0
2021-10-07,GHCND:USW00023188,0.0,20.7,22.8,19.4
2021-10-08,GHCND:USW00023188,4.1,20.1,21.7,16.7
2021-10-09,GHCND:USW00023188,0.0,18.7,22.2,15.6
2021-10-10,GHCND:USW00023188,0.0,18.8,23.3,13.9
2021-10-11,GHCND:USW00023188,0.0,19.1,21.1,16.1
2021-10-12,GHCND:USW00023188,0.0,19.2,21.7,13.3
2021-10-13,GHCND:USW00023188,0.0,16.5,22.8,10.0
2021-10-14,GHCND:USW00023188,0.0,17.0,22.2,11.1
2021-10-15,GHCND:USW00023188,0.0,19.2,29.4,11.7
2021-10-16,GHCND:USW00023188,0.0,21.0,30.0,12.2
2021-10-17,GHCND:USW00023188,0.0,19.6,23.9,12.8
2021-10-18,GHCND:USW00023188,0.0,18.3,20.6,12.8
2021-10-19,GHCND:USW00023188,0.0,15.9,20.6,11.1
2021-10-20,GHCND:USW00023188,0.0,16.5,21.1,11.7
2021-10-21,GHCND:USW00023188,0.0,17.3,22.2,12.2
2021-10-22,GHCND:USW00023188,0.0,17.9,20.6,16.7
2021-10-23,GHCND:USW00023188,0.0,17.9,20.6,16.1
2021-10-24,GHCND:USW00023188,0.0,18.9,21.7,16.7
2021-10-25,GHCND:USW00023188,5.3,18.6,20.6,13.9
2021-10-26,GHCND:USW00023188,0.0,16.9,20.6,13.3
2021-10-27,GHCND:USW00023188,0.0,17.6,26.1,12.2
2021-10-28,GHCND:USW00023188,0.0,20.1,29.4,13.3
2021-10-29,GHCND:USW00023188,0.0,20.7,26.1,15.0
2021-10-30,GHCND:USW00023188,0.0,18.2,20.0,16.1
2021-10-31,GHCND:USW00023188,0.0,18.3,21.1,16.7
2021-11-01,GHCND:USW00023188,0.0,17.9,21.7,15.0
2021-11-02,GHCND:USW00023188,0.0,18.3,20.0,15.0
2021-11-03,GHCND:USW00023188,0.0,17.1,20.0,15.0
2021-11-04,GHCND:USW00023188,0.0,17.1,19.4,15.0
2021-11-05,GHCND:USW00023188,0.0,16.8,20.6,15.0
2021-11-06,GHCND:USW00023188,0.0,17.2,20.6,16.1
2021-11-07,GHCND:USW00023188,0.0,17.6,20.6,15.0
2021-11-08,GHCND:USW00023188,0.0,17.3,19.4,15.0
2021-11-09,GHCND:USW00023188,0.0,17.3,20.6,13.9
2021-11-10,GHCND:USW00023188,0.0,18.4,21.1,15.6
2021-11-11,GHCND:USW00023188,0.0,19.6,29.4,13.3
2021-11-12,GHCND:USW00023188,0.0,22.7,33.3,14.4
2021-11-13,GHCND:USW00023188,0.0,22.1,29.4,13.9
2021-11-14,GHCND:USW00023188,0.0,20.8,30.6,13.3
2021-11-15,GHCND:USW00023188,0.0,19.3,27.2,12.2
2021-11-16,GHCND:USW00023188,0.0,16.3,18.9,13.3
2021-11-17,GHCND:USW00023188,0.0,17.6,20.6,14.4
2021-11-18,GHCND:USW00023188,0.0,16.4,18.9,12.8
2021-11-19,GHCND:USW00023188,0.0,17.2,19.4,15.0
2021-11-20,GHCND:USW00023188,0.0,16.9,18.9,15.6
2021-11-21,GHCND:USW00023188,0.0,17.7,26.7,12.2
2021-11-22,GHCND:USW00023188,0.0,20.2,27.8,13.3
2021-11-23,GHCND:USW00023188,0.0,16.9,18.9,11.7
2021-11-24,GHCND:USW00023188,0.0,16.5,19.4,11.7
2021-11-25,GHCND:USW00023188,0.0,15.7,26.1,7.2
2021-11-26,GHCND:USW00023188,0.0,17.2,25.6,9.4
2021-11-27,GHCND:USW00023188,0.0,15.4,23.9,7.8
2021-11-28,GHCND:USW00023188,0.0,15.1,25.0,7.8
2021-11-29,GHCND:USW00023188,0.0,14.5,23.3,7.8
2021-11-30,GHCND:USW00023188,0.0,14.6,18.3,11.7
2021-12-01,GHCND:USW00023188,0.0,14.4,18.9,12.2
2021-12-02,GHCND:USW00023188,0.0,14.9,16.7,13.9
2021-12-03,GHCND:USW00023188,0.0,14.7,17.2,13.3
2021-12-04,GHCND:USW00023188,0.0,14.8,17.2,13.3
2021-12-05,GHCND:USW00023188,0.0,14.8,17.8,10.6
2021-12-06,GHCND:USW00023188,0.0,12.6,16.1,8.3
2021-12-07,GHCND:USW00023188,0.0,15.3,16.7,10.0
2021-12-08,GHCND:USW00023188,0.0,13.4,20.6,8.9
2021-12-09,GHCND:USW00023188,2.8,15.6,17.2,12.8
2021-12-10,GHCND:USW00023188,0.0,13.3,16.1,8.9
2021-12-11,GHCND:USW00023188,0.0,12.3,19.4,6.7
2021-12-12,GHCND:USW00023188,0.0,11.8,17.8,5.0
2021-12-13,GHCND:USW00023188,0.0,12.6,15.6,9.4
2021-12-14,GHCND:USW00023188,24.9,14.7,16.1,11.7
2021-12-15,GHCND:USW00023188,0.0,11.8,15.0,7.2
2021-12-16,GHCND:USW00023188,0.0,9.7,14.4,3.3
2021-12-17,GHCND:USW00023188,0.3,13.3,17.8,8.9
2021-12-18,GHCND:USW00023188,0.0,11.7,18.3,3.9
2021-12-19,GHCND:USW00023188,0.0,10.7,17.2,4.4
2021-12-20,GHCND:USW00023188,0.0,10.2,17.2,3.9
2021-12-21,GHCND:USW00023188,0.0,13.6,18.9,10.6
2021-12-22,GHCND:USW00023188,0.0,13.4,17.8,9.4
2021-12-23,GHCND:USW00023188,12.7,15.4,17.8,12.2
2021-12-24,GHCND:USW00023188,8.1,14.8,17.2,12.2
2021-12-25,GHCND:USW00023188,4.6,13.4,14.4,12.2
2021-12-26,GHCND:USW00023188,2.0,13.4,15.6,7.8
2021-12-27,GHCND:USW00023188,1.3,10.5,13.3,7.2
2021-12-28,GHCND:USW00023188,2.0,12.4,13.9,10.0
2021-12-29,GHCND:USW00023188,6.9,11.2,14.4,8.9
2021-12-30,GHCND:USW00023188,0.0,14.4,17.8,12.8
2021-12-31,GHCND:USW00023188,0.0,14.6,17.8,12.2
2022-01-01,GHCND:USW00023188,0.0,15.4,17.8,11.7
2022-01-02,GHCND:USW00023188,0.0,14.3,19.4,7.2
2022-01-03,GHCND:USW00023188,0.0,10.2,15.6,3.3
2022-01-04,GHCND:USW00023188,0.0,9.9,15.6,4.4
2022-01-05,GHCND:USW00023188,0.0,11.0,18.3,5.6
2022-01-06,GHCND:USW00023188,0.0,12.1,18.3,6.7
2022-01-07,GHCND:USW00023188,0.0,12.6,15.0,10.0
2022-01-08,GHCND:USW00023188,0.0,13.8,16.1,9.4
2022-01-09,GHCND:USW00023188,0.0,12.3,20.6,6.7
2022-01-10,GHCND:USW00023188,0.0,13.1,22.2,7.2
2022-01-11,GHCND:USW00023188,0.0,14.6,24.4,8.3
2022-01-12,GHCND:USW00023188,0.0,14.9,23.3,8.3
2022-01-13,GHCND:USW00023188,0.0,14.8,22.2,10.0
2022-01-14,GHCND:USW00023188,0.0,16.5,21.1,12.2
2022-01-15,GHCND:USW00023188,0.8,15.1,21.1,11.1
2022-01-16,GHCND:USW00023188,0.0,17.2,19.4,12.8
2022-01-17,GHCND:USW00023188,3.3,15.8,18.9,12.8
2022-01-18,GHCND:USW00023188,0.0,14.8,17.2,12.8
2022-01-19,GHCND:USW00023188,0.0,15.4,17.8,11.1
2022-01-20,GHCND:USW00023188,0.0,13.4,20.0,8.3
2022-01-21,GHCND:USW00023188,0.0,13.0,16.7,7.2
2022-01-22,GHCND:USW00023188,0.0,13.6,20.6,7.8
2022-01-23,GHCND:USW00023188,0.0,13.9,21.1,7.2
2022-01-24,GHCND:USW00023188,0.0,13.4,18.9,7.2
2022-01-25,GHCND:USW00023188,0.0,14.2,16.7,8.3
2022-01-26,GHCND:USW00023188,0.0,13.4,19.4,8.3
2022-01-27,GHCND:USW00023188,0.0,12.9,21.1,5.6
2022-01-28,GHCND:USW00023188,0.0,13.4,25.0,6.1
2022-01-29,GHCND:USW00023188,0.0,13.2,20.6,7.2
2022-01-30,GHCND:USW00023188,0.0,12.5,19.4,5.6
2022-01-31,GHCND:USW00023188,0.0,11.8,16.7,6.1
2022-02-01,GHCND:USW00023188,0.0,14.3,17.2,10.0
2022-02-02,GHCND:USW00023188,0.0,12.7,18.9,7.2
2022-02-03,GHCND:USW00023188,0.0,11.4,17.8,3.9
2022-02-04,GHCND:USW00023188,0.0,11.8,19.4,4.4
2022-02-05,GHCND:USW00023188,0.0,12.1,20.0,3.9
2022-02-06,GHCND:USW00023188,0.0,12.4,22.2,4.4
2022-02-07,GHCND:USW00023188,0.0,14.9,23.3,6.7
2022-02-08,GHCND:USW00023188,0.0,15.5,24.4,6.7
2022-02-09,GHCND:USW00023188,0.0,16.6,29.4,7.2
2022-02-10,GHCND:USW00023188,0.0,18.8,27.8,10.0
2022-02-11,GHCND:USW00023188,0.0,18.2,27.2,10.0
2022-02-12,GHCND:USW00023188,0.0,18.6,32.8,9.4
2022-02-13,GHCND:USW00023188,0.0,18.6,28.3,8.9
2022-02-14,GHCND:USW00023188,0.0,16.4,23.9,8.3
2022-02-15,GHCND:USW00023188,5.6,14.2,15.6,9.4
2022-02-16,GHCND:USW00023188,0.0,12.0,16.7,7.8
2022-02-17,GHCND:USW00023188,0.0,13.5,21.7,7.8
2022-02-18,GHCND:USW00023188,0.0,13.1,20.6,5.0
2022-02-19,GHCND:USW00023188,0.0,12.9,20.0,5.6
2022-02-20,GHCND:USW00023188,0.0,13.4,17.2,10.0
2022-02-21,GHCND:USW00023188,0.0,14.6,16.7,12.8
2022-02-22,GHCND:USW00023188,6.9,13.6,15.6,11.1
2022-02-23,GHCND:USW00023188,5.3,11.4,13.3,8.9
2022-02-24,GHCND:USW00023188,0.0,10.5,15.6,4.4
2022-02-25,GHCND:USW00023188,0.0,10.1,15.6,3.3
2022-02-26,GHCND:USW00023188,0.0,11.6,19.4,4.4
2022-02-27,GHCND:USW00023188,0.0,13.8,20.6,6.1
2022-02-28,GHCND:USW00023188,0.0,14.6,23.9,6.7
2022-03-01,GHCND:USW00023188,0.0,15.8,24.4,7.2
2022-03-02,GHCND:USW00023188,0.0,16.8,25.6,7.8
2022-03-03,GHCND:USW00023188,0.0,14.7,16.1,11.1
2022-03-04,GHCND:USW00023188,15.7,14.5,17.2,11.7
2022-03-05,GHCND:USW00023188,0.3,13.8,15.0,11.7
2022-03-06,GHCND:USW00023188,0.0,12.6,16.1,9.4
2022-03-07,GHCND:USW00023188,0.0,12.4,17.8,6.7
2022-03-08,GHCND:USW00023188,0.0,13.2,19.4,5.6
2022-03-09,GHCND:USW00023188,0.0,12.9,17.2,6.7
2022-03-10,GHCND:USW00023188,0.0,15.0,17.8,11.7
2022-03-11,GHCND:USW00023188,0.0,13.9,20.6,7.8
2022-03-12,GHCND:USW00023188,0.0,14.4,22.2,6.7
2022-03-13,GHCND:USW00023188,0.0,13.9,17.2,9.4
2022-03-14,GHCND:USW00023188,0.0,14.8,18.9,11.1
2022-03-15,GHCND:USW00023188,0.0,14.8,18.9,10.6
2022-03-16,GHCND:USW00023188,0.0,16.1,19.4,13.3
2022-03-17,GHCND:USW00023188,0.0,16.1,23.3,10.6
2022-03-18,GHCND:USW00023188,0.0,16.4,23.3,10.0
2022-03-19,GHCND:USW00023188,1.5,16.0,18.9,12.8
2022-03-20,GHCND:USW00023188,5.8,14.9,17.8,12.8
2022-03-21,GHCND:USW00023188,0.0,15.1,19.4,11.1
2022-03-22,GHCND:USW00023188,0.0,16.9,25.0,11.1
2022-03-23,GHCND:USW00023188,0.0,20.2,29.4,12.8
2022-03-24,GHCND:USW00023188,0.0,18.9,22.2,12.8
2022-03-25,GHCND:USW00023188,0.0,16.3,19.4,13.3
2022-03-26,GHCND:USW00023188,0.0,15.4,18.9,12.8
2022-03-27,GHCND:USW00023188,0.0,15.0,17.2,13.3
2022-03-28,GHCND:USW00023188,12.2,15.9,18.9,12.2
2022-03-29,GHCND:USW00023188,5.3,14.6,17.2,12.2
2022-03-30,GHCND:USW00023188,0.0,15.4,18.3,12.8
2022-03-31,GHCND:USW00023188,0.0,15.2,16.7,13.9
2022-04-01,GHCND:USW00023188,0.0,16.1,20.0,14.4
2022-04-02,GHCND:USW00023188,0.0,15.9,16.7,14.4
2022-04-03,GHCND:USW00023188,0.3,15.6,17.2,13.9
2022-04-04,GHCND:USW00023188,0.0,16.3,18.9,13.3
2022-04-05,GHCND:USW00023188,0.0,15.3,20.0,11.7
2022-04-06,GHCND:USW00023188,0.0,17.3,22.2,12.8
2022-04-07,GHCND:USW00023188,0.0,19.2,31.7,12.8
2022-04-08,GHCND:USW00023188,0.0,24.3,35.0,14.4
2022-04-09,GHCND:USW00023188,0.0,20.7,21.1,15.0
2022-04-10,GHCND:USW00023188,0.0,16.8,19.4,15.6
2022-04-11,GHCND:USW00023188,0.0,16.3,18.3,13.9
2022-04-12,GHCND:USW00023188,0.0,15.7,18.9,12.8
2022-04-13,GHCND:USW00023188,0.0,14.7,18.9,10.6
2022-04-14,GHCND:USW00023188,0.0,14.2,18.9,8.9
2022-04-15,GHCND:USW00023188,0.0,15.7,19.4,12.2
2022-04-16,GHCND:USW00023188,0.0,16.2,18.9,15.0
2022-04-17,GHCND:USW00023188,0.0,16.3,19.4,13.9
2022-04-18,GHCND:USW00023188,0.0,16.1,20.6,13.9
2022-04-19,GHCND:USW00023188,0.0,16.5,20.6,13.3
2022-04-20,GHCND:USW00023188,0.0,16.5,19.4,13.3
2022-04-21,GHCND:USW00023188,0.0,15.3,19.4,11.1
2022-04-22,GHCND:USW00023188,0.3,16.3,18.9,12.8
2022-04-23,GHCND:USW00023188,0.0,14.8,18.9,10.6
2022-04-24,GHCND:USW00023188,0.0,17.2,26.1,11.1
2022-04-25,GHCND:USW00023188,0.0,20.0,27.8,11.7
2022-04-26,GHCND:USW00023188,0.0,18.2,22.8,11.7
2022-04-27,GHCND:USW00023188,0.0,16.3,17.8,13.9
2022-04-28,GHCND:USW00023188,0.0,15.3,17.8,13.9
2022-04-29,GHCND:USW00023188,0.0,15.9,19.4,12.8
2022-04-30,GHCND:USW00023188,0.0,16.3,20.0,12.2
2022-05-01,GHCND:USW00023188,0.0,16.6,18.9,14.4
2022-05-02,GHCND:USW00023188,0.0,15.7,18.3,14.4
2022-05-03,GHCND:USW00023188,0.0,16.3,17.8,13.9
2022-05-04,GHCND:USW00023188,0.0,15.6,20.0,12.2
2022-05-05,GHCND:USW00023188,0.0,17.3,20.6,14.4
2022-05-06,GHCND:USW00023188,0.0,16.3,19.4,14.4
2022-05-07,GHCND:USW00023188,0.0,17.2,18.9,15.6
2022-05-08,GHCND:USW00023188,0.0,16.3,18.3,14.4
2022-05-09,GHCND:USW00023188,0.0,15.7,19.4,13.3
2022-05-10,GHCND:USW00023188,0.0,15.3,18.9,11.1
2022-05-11,GHCND:USW00023188,0.0,14.9,18.3,11.7
2022-05-12,GHCND:USW00023188,0.0,16.2,23.9,9.4
2022-05-13,GHCND:USW00023188,0.0,18.8,25.0,11.7
2022-05-14,GHCND:USW00023188,0.0,20.2,27.2,12.8
2022-05-15,GHCND:USW00023188,0.0,19.4,21.1,15.0
2022-05-16,GHCND:USW00023188,0.0,16.2,19.4,14.4
2022-05-17,GHCND:USW00023188,0.0,16.0,17.8,13.9
2022-05-18,GHCND:USW00023188,0.0,16.2,18.3,15.0
2022-05-19,GHCND:USW00023188,0.0,15.8,18.3,14.4
2022-05-20,GHCND:USW00023188,0.5,16.0,18.3,14.4
2022-05-21,GHCND:USW00023188,0.0,16.1,18.9,15.0
2022-05-22,GHCND:USW00023188,0.0,16.6,20.0,14.4
2022-05-23,GHCND:USW00023188,0.0,15.5,18.3,13.9
2022-05-24,GHCND:USW00023188,0.0,15.8,17.8,14.4
2022-05-25,GHCND:USW00023188,0.0,15.6,18.9,12.8
2022-05-26,GHCND:USW00023188,0.0,16.8,18.9,15.6
2022-05-27,GHCND:USW00023188,0.0,16.8,20.0,15.6
2022-05-28,GHCND:USW00023188,0.0,16.9,18.3,15.6
2022-05-29,GHCND:USW00023188,0.0,17.1,19.4,15.6
2022-05-30,GHCND:USW00023188,0.0,17.1,20.0,15.6
2022-05-31,GHCND:USW00023188,0.0,17.4,20.0,15.6
2022-06-01,GHCND:USW00023188,0.0,17.4,19.4,16.1
